userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed
Putra Wijaya,5,2025-09-30 05:11:18,ff ini sangt bagus jadi kan lah saya anak garena,ff ini sangt bagus jadi kan lah saya anak garena,ff ini sangt bagus jadi kan lah saya anak garena,"['ff', 'ini', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'saya', 'anak', 'garena']","['ff', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'anak', 'garena']","['ff', 'sangt', 'bagus', 'jadi', 'kan', 'lah', 'anak', 'garena']",ff sangt bagus jadi kan lah anak garena
Fft Gghu,5,2025-09-30 05:10:11,game ini sangat seru,game ini sangat seru,game ini sangat seru,"['game', 'ini', 'sangat', 'seru']","['game', 'sangat', 'seru']","['game', 'sangat', 'seru']",game sangat seru
Julio Tamalowor,5,2025-09-30 05:06:36,saya mau diamon 10000,saya mau diamon 10000,saya mau diamon,"['saya', 'mau', 'diamon']","['mau', 'diamon']","['mau', 'diamon']",mau diamon
Lord Ucup,1,2025-09-30 05:05:10,sekarang free fire ga bisa onmik tolong perbaiki,sekarang free fire ga bisa onmik tolong perbaiki,sekarang free fire ga bisa onmik tolong perbaiki,"['sekarang', 'free', 'fire', 'ga', 'bisa', 'onmik', 'tolong', 'perbaiki']","['sekarang', 'free', 'fire', 'ga', 'onmik', 'perbaiki']","['sekarang', 'free', 'fire', 'ga', 'onmik', 'baik']",sekarang free fire ga onmik baik
Tr Tqra,1,2025-09-30 05:02:26,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,pas main ff nya tiba keluar sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,"['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaringan', 'bagus', 'penyimpanan', 'masih', 'banyak', 'emang', 'game', 'rusak', 'bagusan', 'yg', 'dulu']","['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaringan', 'bagus', 'penyimpanan', 'banyak', 'emang', 'game', 'rusak', 'bagusan', 'yg', 'dulu']","['pas', 'main', 'ff', 'nya', 'tiba', 'keluar', 'sendiri', 'padahal', 'jaring', 'bagus', 'simpan', 'banyak', 'emang', 'game', 'rusak', 'bagus', 'yg', 'dulu']",pas main ff nya tiba keluar sendiri padahal jaring bagus simpan banyak emang game rusak bagus yg dulu
Yy Uu,3,2025-09-30 05:01:40,download nya lama ayo senggel Garena,download nya lama ayo senggel garena,download nya lama ayo senggel garena,"['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']","['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']","['download', 'nya', 'lama', 'ayo', 'senggel', 'garena']",download nya lama ayo senggel garena
Lena Len,5,2025-09-30 04:56:56,keren,keren,keren,['keren'],['keren'],['keren'],keren
Adam Saputra Ad,5,2025-09-30 04:55:30,game ini sangat bagus karena aku main dari kecil,game ini sangat bagus karena aku main dari kecil,game ini sangat bagus karena aku main dari kecil,"['game', 'ini', 'sangat', 'bagus', 'karena', 'aku', 'main', 'dari', 'kecil']","['game', 'sangat', 'bagus', 'aku', 'main', 'kecil']","['game', 'sangat', 'bagus', 'aku', 'main', 'kecil']",game sangat bagus aku main kecil
Ahmad Rafi,5,2025-09-30 04:53:51,thank,thank,thank,['thank'],['thank'],['thank'],thank
Maat Samsudin,4,2025-09-30 04:48:54,GAME NYA SERU BANGET DAN GRAPIKNYA LUMAYAN TAPI TOLONG PERBAIKIK SEDIKIT YA MIMIN KARENA WAKTU AKU MAIN SOSIAL GA BISA ON MIC JADI PERBAIKI LAGI YA MIN,game nya seru banget dan grapiknya lumayan tapi tolong perbaikik sedikit ya mimin karena waktu aku main sosial ga bisa on mic jadi perbaiki lagi ya min,game nya seru banget dan grapiknya lumayan tapi tolong perbaikik sedikit ya mimin karena waktu aku main sosial ga bisa on mic jadi perbaiki lagi ya min,"['game', 'nya', 'seru', 'banget', 'dan', 'grapiknya', 'lumayan', 'tapi', 'tolong', 'perbaikik', 'sedikit', 'ya', 'mimin', 'karena', 'waktu', 'aku', 'main', 'sosial', 'ga', 'bisa', 'on', 'mic', 'jadi', 'perbaiki', 'lagi', 'ya', 'min']","['game', 'nya', 'seru', 'banget', 'grapiknya', 'lumayan', 'perbaikik', 'sedikit', 'mimin', 'waktu', 'aku', 'main', 'sosial', 'ga', 'on', 'mic', 'jadi', 'perbaiki', 'min']","['game', 'nya', 'seru', 'banget', 'grapiknya', 'lumayan', 'perbaikik', 'sedikit', 'mimin', 'waktu', 'aku', 'main', 'sosial', 'ga', 'on', 'mic', 'jadi', 'baik', 'min']",game nya seru banget grapiknya lumayan perbaikik sedikit mimin waktu aku main sosial ga on mic jadi baik min
Rosyita Rosyita,5,2025-09-30 04:43:38,mainan ff emang seru,mainan ff emang seru,mainan ff emang seru,"['mainan', 'ff', 'emang', 'seru']","['mainan', 'ff', 'emang', 'seru']","['main', 'ff', 'emang', 'seru']",main ff emang seru
RIDZZ Modesad,5,2025-09-30 04:42:15,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Akbar Abdullah,5,2025-09-30 04:39:38,p maksud,p maksud,p maksud,"['p', 'maksud']","['p', 'maksud']","['p', 'maksud']",p maksud
Muhammad Afgan,3,2025-09-30 04:38:47,gacor,gacor,gacor,['gacor'],['gacor'],['gacor'],gacor
Peristiwa Mahyuni,5,2025-09-30 04:34:47,"Semangat ya bikin game nya, oh iya Collab selanjutnya one piece boleh gak😁?","semangat ya bikin game nya, oh iya collab selanjutnya one piece boleh gak😁?",semangat ya bikin game nya oh iya collab selanjutnya one piece boleh gak,"['semangat', 'ya', 'bikin', 'game', 'nya', 'oh', 'iya', 'collab', 'selanjutnya', 'one', 'piece', 'boleh', 'gak']","['semangat', 'bikin', 'game', 'nya', 'iya', 'collab', 'selanjutnya', 'one', 'piece', 'gak']","['semangat', 'bikin', 'game', 'nya', 'iya', 'collab', 'lanjut', 'one', 'piece', 'gak']",semangat bikin game nya iya collab lanjut one piece gak
Saipul Ipul,5,2025-09-30 04:34:19,we need old peak,we need old peak,we need old peak,"['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']",we need old peak
Sen Chia,5,2025-09-30 04:27:22,Saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,"['saya', 'dari', 'player', 'mlbb', 'ingin', 'menyampaikan', 'bahwa', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ke', 'ml', 'truss', 'menjelmah', 'menjadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']","['player', 'mlbb', 'menyampaikan', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ml', 'truss', 'menjelmah', 'menjadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']","['player', 'mlbb', 'sampai', 'player', 'ff', 'banyak', 'yg', 'pindah', 'ml', 'truss', 'menjelmah', 'jadi', 'drak', 'sistem', 'main', 'pou', 'aj', 'sna']",player mlbb sampai player ff banyak yg pindah ml truss menjelmah jadi drak sistem main pou aj sna
Rudi atna,1,2025-09-30 04:21:29,"tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa Bert,tolong lah perbaiki lagi sistem jaringan nya","tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa bert,tolong lah perbaiki lagi sistem jaringan nya",tolong perbaiki lagi sistem jaringan nyajaringan bagus kok di ff nya mlh sinyal merahtrs pas udah kalahsengaja kalah udah jls jls sinyal nya di jelekinfd kok makin burikkecewa berttolong lah perbaiki lagi sistem jaringan nya,"['tolong', 'perbaiki', 'lagi', 'sistem', 'jaringan', 'nyajaringan', 'bagus', 'kok', 'di', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'di', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'perbaiki', 'lagi', 'sistem', 'jaringan', 'nya']","['perbaiki', 'sistem', 'jaringan', 'nyajaringan', 'bagus', 'kok', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'perbaiki', 'sistem', 'jaringan', 'nya']","['baik', 'sistem', 'jaring', 'nyajaringan', 'bagus', 'kok', 'ff', 'nya', 'mlh', 'sinyal', 'merahtrs', 'pas', 'udah', 'kalahsengaja', 'kalah', 'udah', 'jls', 'jls', 'sinyal', 'nya', 'jelekinfd', 'kok', 'makin', 'burikkecewa', 'berttolong', 'lah', 'baik', 'sistem', 'jaring', 'nya']",baik sistem jaring nyajaringan bagus kok ff nya mlh sinyal merahtrs pas udah kalahsengaja kalah udah jls jls sinyal nya jelekinfd kok makin burikkecewa berttolong lah baik sistem jaring nya
Nur Fadilah,5,2025-09-30 04:20:56,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,"['game', 'ini', 'seru', 'tapi', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ke', 'ban', 'permanen', 'padahal', 'aku', 'tidak', 'pernah', 'pake', 'app', 'terlarang']","['game', 'seru', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ban', 'permanen', 'padahal', 'aku', 'pernah', 'pake', 'app', 'terlarang']","['game', 'seru', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ban', 'permanen', 'padahal', 'aku', 'pernah', 'pake', 'app', 'larang']",game seru gue perna pata hati gara gara akun gue ban permanen padahal aku pernah pake app larang
Gilbert Tamalonggehe,5,2025-09-30 04:20:46,moga-moga ff makin maju,moga-moga ff makin maju,mogamoga ff makin maju,"['mogamoga', 'ff', 'makin', 'maju']","['mogamoga', 'ff', 'makin', 'maju']","['mogamoga', 'ff', 'makin', 'maju']",mogamoga ff makin maju
isma gsky,5,2025-09-30 04:17:20,seru banget🥰🥰🥰😘😘,seru banget🥰🥰🥰😘😘,seru banget,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']",seru banget
Ani Afni,5,2025-09-30 04:16:57,seru,seru,seru,['seru'],['seru'],['seru'],seru
Faojan Faojan,5,2025-09-30 04:02:51,malas ngetik,malas ngetik,malas ngetik,"['malas', 'ngetik']","['malas', 'ngetik']","['malas', 'ngetik']",malas ngetik
Aminudin,5,2025-09-30 03:56:57,enak main game ini,enak main game ini,enak main game ini,"['enak', 'main', 'game', 'ini']","['enak', 'main', 'game']","['enak', 'main', 'game']",enak main game
Steven Riski,5,2025-09-30 03:52:09,bagus hd dan mendunia,bagus hd dan mendunia,bagus hd dan mendunia,"['bagus', 'hd', 'dan', 'mendunia']","['bagus', 'hd', 'mendunia']","['bagus', 'hd', 'dunia']",bagus hd dunia
Azkia Maharani,5,2025-09-30 03:39:45,seruuu bgt,seruuu bgt,seruuu bgt,"['seruuu', 'bgt']","['seruuu', 'bgt']","['seruuu', 'bgt']",seruuu bgt
Cahaya Sinaga,5,2025-09-30 03:34:06,aku suka permainan ini,aku suka permainan ini,aku suka permainan ini,"['aku', 'suka', 'permainan', 'ini']","['aku', 'suka', 'permainan']","['aku', 'suka', 'main']",aku suka main
Ahmad Fais,5,2025-09-30 03:25:06,Ahmad faez,ahmad faez,ahmad faez,"['ahmad', 'faez']","['ahmad', 'faez']","['ahmad', 'faez']",ahmad faez
Stengah Satu,1,2025-09-30 03:20:11,"game buriq, Maen CS dapet temen AFK Nilai tetap kurang tolol","game buriq, maen cs dapet temen afk nilai tetap kurang tolol",game buriq maen cs dapet temen afk nilai tetap kurang tolol,"['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']","['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']","['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']",game buriq maen cs dapet temen afk nilai tetap kurang tolol
Ust Tohir,1,2025-09-30 03:17:30,"selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong Garena di perbaiki","selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong garena di perbaiki",selalu dapat tim yang sangat lemah dan rentan afk sangat merugikan pemain matchmaking yang tidak login dan tidak seimbang tolong garena di perbaiki,"['selalu', 'dapat', 'tim', 'yang', 'sangat', 'lemah', 'dan', 'rentan', 'afk', 'sangat', 'merugikan', 'pemain', 'matchmaking', 'yang', 'tidak', 'login', 'dan', 'tidak', 'seimbang', 'tolong', 'garena', 'di', 'perbaiki']","['selalu', 'tim', 'sangat', 'lemah', 'rentan', 'afk', 'sangat', 'merugikan', 'pemain', 'matchmaking', 'login', 'seimbang', 'garena', 'perbaiki']","['selalu', 'tim', 'sangat', 'lemah', 'rentan', 'afk', 'sangat', 'rugi', 'main', 'matchmaking', 'login', 'imbang', 'garena', 'baik']",selalu tim sangat lemah rentan afk sangat rugi main matchmaking login imbang garena baik
rahmat rahmat,5,2025-09-30 03:16:56,saya sangat senang bermain epep walaupun nga ad temen hehe,saya sangat senang bermain epep walaupun nga ad temen hehe,saya sangat senang bermain epep walaupun nga ad temen hehe,"['saya', 'sangat', 'senang', 'bermain', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']","['sangat', 'senang', 'bermain', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']","['sangat', 'senang', 'main', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']",sangat senang main epep walaupun nga ad temen hehe
Azam Bazil,5,2025-09-30 03:04:13,aku pen di pop up.pinama Mimi. garena,aku pen di pop up.pinama mimi. garena,aku pen di pop uppinama mimi garena,"['aku', 'pen', 'di', 'pop', 'uppinama', 'mimi', 'garena']","['aku', 'pen', 'pop', 'uppinama', 'mimi', 'garena']","['aku', 'pen', 'pop', 'uppinama', 'mimi', 'garena']",aku pen pop uppinama mimi garena
Firaz Walahi,2,2025-09-30 03:04:06,game butut masa 4G aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4G aja nge lag pdahal aku make wifi kok ngelag banget sih?,game butut masa 4g aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4g aja nge lag pdahal aku make wifi kok ngelag banget sih?,game butut masa g aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh g aja nge lag pdahal aku make wifi kok ngelag banget sih,"['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'pasti', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']","['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']","['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']",game butut masa g aja nge lag kebnyakan update nih makanya jadi begini malas banget deh g aja nge lag pdahal aku make wifi kok ngelag banget sih
Abdul Rojak,5,2025-09-30 02:52:48,syu ges gw bakal kembali ke game ini tapi ga sekarang,syu ges gw bakal kembali ke game ini tapi ga sekarang,syu ges gw bakal kembali ke game ini tapi ga sekarang,"['syu', 'ges', 'gw', 'bakal', 'kembali', 'ke', 'game', 'ini', 'tapi', 'ga', 'sekarang']","['syu', 'ges', 'gw', 'bakal', 'game', 'ga', 'sekarang']","['syu', 'ges', 'gw', 'bakal', 'game', 'ga', 'sekarang']",syu ges gw bakal game ga sekarang
Yellikusrifayanti,5,2025-09-30 02:50:17,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah Bagus coy ketika FF ini dihapus pasti kita akan banyak yang berhenti memegang HP karena nggak ada lagi game kesukaan kita coy,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah bagus coy ketika ff ini dihapus pasti kita akan banyak yang berhenti memegang hp karena nggak ada lagi game kesukaan kita coy,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah bagus coy ketika ff ini dihapus pasti kita akan banyak yang berhenti memegang hp karena nggak ada lagi game kesukaan kita coy,"['ini', 'adalah', 'game', 'yang', 'disukai', 'para', 'manusia', 'semuanya', 'nggak', 'mungkin', 'ada', 'yang', 'nggak', 'suka', 'free', 'fire', 'karena', 'free', 'fire', 'ini', 'sangatlah', 'bagus', 'coy', 'ketika', 'ff', 'ini', 'dihapus', 'pasti', 'kita', 'akan', 'banyak', 'yang', 'berhenti', 'memegang', 'hp', 'karena', 'nggak', 'ada', 'lagi', 'game', 'kesukaan', 'kita', 'coy']","['game', 'disukai', 'manusia', 'semuanya', 'mungkin', 'suka', 'free', 'fire', 'free', 'fire', 'sangatlah', 'bagus', 'coy', 'ff', 'dihapus', 'banyak', 'berhenti', 'memegang', 'hp', 'game', 'kesukaan', 'coy']","['game', 'suka', 'manusia', 'semua', 'mungkin', 'suka', 'free', 'fire', 'free', 'fire', 'sangat', 'bagus', 'coy', 'ff', 'hapus', 'banyak', 'henti', 'pegang', 'hp', 'game', 'suka', 'coy']",game suka manusia semua mungkin suka free fire free fire sangat bagus coy ff hapus banyak henti pegang hp game suka coy
ika Ik,4,2025-09-30 02:39:04,faisal,faisal,faisal,['faisal'],['faisal'],['faisal'],faisal
Tegar Apri,3,2025-09-30 02:38:18,sulit di mengerti,sulit di mengerti,sulit di mengerti,"['sulit', 'di', 'mengerti']","['sulit', 'mengerti']","['sulit', 'erti']",sulit erti
Dian Restu,5,2025-09-30 02:35:17,gua pengen,gua pengen,gua pengen,"['gua', 'pengen']","['gua', 'pengen']","['gua', 'ken']",gua ken
Parta,5,2025-09-30 02:22:46,baguuss seruu bngt,baguuss seruu bngt,baguuss seruu bngt,"['baguuss', 'seruu', 'bngt']","['baguuss', 'seruu', 'bngt']","['baguuss', 'seruu', 'bngt']",baguuss seruu bngt
NugrahaSF,5,2025-09-30 02:18:59,well lah pokok na mah,well lah pokok na mah,well lah pokok na mah,"['well', 'lah', 'pokok', 'na', 'mah']","['well', 'lah', 'pokok', 'na', 'mah']","['well', 'lah', 'pokok', 'na', 'mah']",well lah pokok na mah
Rohim abdul,5,2025-09-30 02:15:03,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Agiee Xenzff,5,2025-09-30 02:08:07,sangat sangat mantap,sangat sangat mantap,sangat sangat mantap,"['sangat', 'sangat', 'mantap']","['sangat', 'sangat', 'mantap']","['sangat', 'sangat', 'mantap']",sangat sangat mantap
Asmiaty Halim,5,2025-09-30 02:05:35,gamenya seruuu bagett,gamenya seruuu bagett,gamenya seruuu bagett,"['gamenya', 'seruuu', 'bagett']","['gamenya', 'seruuu', 'bagett']","['gamenya', 'seruuu', 'bagett']",gamenya seruuu bagett
Nor diana syakila,5,2025-09-30 02:03:45,aplikasinya sngat menghibur,aplikasinya sngat menghibur,aplikasinya sngat menghibur,"['aplikasinya', 'sngat', 'menghibur']","['aplikasinya', 'sngat', 'menghibur']","['aplikasi', 'sngat', 'hibur']",aplikasi sngat hibur
Midi,5,2025-09-30 02:01:28,ok,ok,ok,['ok'],[],[],
Sartini Tini,5,2025-09-30 01:59:13,lucu,lucu,lucu,['lucu'],['lucu'],['lucu'],lucu
Khairul Aceh,1,2025-09-30 01:36:59,tiba tiba ketendang sendiri pas lgi di game,tiba tiba ketendang sendiri pas lgi di game,tiba tiba ketendang sendiri pas lgi di game,"['tiba', 'tiba', 'ketendang', 'sendiri', 'pas', 'lgi', 'di', 'game']","['tiba', 'tiba', 'ketendang', 'sendiri', 'pas', 'lgi', 'game']","['tiba', 'tiba', 'tendang', 'sendiri', 'pas', 'lgi', 'game']",tiba tiba tendang sendiri pas lgi game
Raja rimba gumpang,5,2025-09-30 01:33:10,keren,keren,keren,['keren'],['keren'],['keren'],keren
gengan labu nyaman gengan labu nyaman,5,2025-09-30 01:32:48,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Surip Zidan,1,2025-09-30 01:23:28,"gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja lo,ini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang 1 hi gue punya kata kata buat game ini. lebih baik nyawa 1 daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram🤢🤮🤧","gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja lo,ini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang 1 hi gue punya kata kata buat game ini. lebih baik nyawa 1 daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram🤢🤮🤧",gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja loini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang hi gue punya kata kata buat game ini lebih baik nyawa daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram,"['gamenya', 'rusak', 'banget', 'tiba', 'tiba', 'gue', 'teleport', 'sendiri', 'padahal', 'sinyal', 'gue', 'baik', 'baik', 'aja', 'loini', 'game', 'rusak', 'hp', 'bamget', 'hape', 'temen', 'gue', 'sama', 'gue', 'retk', 'semua', 'gara', 'gara', 'game', 'ini', 'jadi', 'minta', 'dukunganya', 'jangan', 'main', 'game', 'ini', 'hame', 'ini', 'game', 'haram', 'lebih', 'baik', 'main', 'bs', 'gamenya', 'realistis', 'ngak', 'kaya', 'ff', 'hu', 'game', 'haram', 'jadi', 'saya', 'kasih', 'bintang', 'hi', 'gue', 'punya', 'kata', 'kata', 'buat', 'game', 'ini', 'lebih', 'baik', 'nyawa', 'daripada', 'sudah', 'mati', 'masih', 'bisa', 'hidup', 'mana', 'pake', 'toko', 'hu', 'game', 'rusak', 'game', 'jelek', 'jaram']","['gamenya', 'rusak', 'banget', 'tiba', 'tiba', 'gue', 'teleport', 'sendiri', 'padahal', 'sinyal', 'gue', 'baik', 'baik', 'aja', 'loini', 'game', 'rusak', 'hp', 'bamget', 'hape', 'temen', 'gue', 'sama', 'gue', 'retk', 'semua', 'gara', 'gara', 'game', 'jadi', 'minta', 'dukunganya', 'jangan', 'main', 'game', 'hame', 'game', 'haram', 'lebih', 'baik', 'main', 'bs', 'gamenya', 'realistis', 'ngak', 'kaya', 'ff', 'hu', 'game', 'haram', 'jadi', 'kasih', 'bintang', 'hi', 'gue', 'punya', 'kata', 'kata', 'buat', 'game', 'lebih', 'baik', 'nyawa', 'mati', 'hidup', 'mana', 'pake', 'toko', 'hu', 'game', 'rusak', 'game', 'jelek', 'jaram']","['gamenya', 'rusak', 'banget', 'tiba', 'tiba', 'gue', 'teleport', 'sendiri', 'padahal', 'sinyal', 'gue', 'baik', 'baik', 'aja', 'loini', 'game', 'rusak', 'hp', 'bamget', 'hape', 'temen', 'gue', 'sama', 'gue', 'retk', 'semua', 'gara', 'gara', 'game', 'jadi', 'minta', 'dukunganya', 'jangan', 'main', 'game', 'hame', 'game', 'haram', 'lebih', 'baik', 'main', 'bs', 'gamenya', 'realistis', 'ngak', 'kaya', 'ff', 'hu', 'game', 'haram', 'jadi', 'kasih', 'bintang', 'hi', 'gue', 'punya', 'kata', 'kata', 'buat', 'game', 'lebih', 'baik', 'nyawa', 'mati', 'hidup', 'mana', 'pake', 'toko', 'hu', 'game', 'rusak', 'game', 'jelek', 'jaram']",gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja loini game rusak hp bamget hape temen gue sama gue retk semua gara gara game jadi minta dukunganya jangan main game hame game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi kasih bintang hi gue punya kata kata buat game lebih baik nyawa mati hidup mana pake toko hu game rusak game jelek jaram
