userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed,Normalisasi,No_Duplikat,Bersih,Bersih_Token,Unigram,Bigram,Trigram,Bigram_Filtered,Bersih_NoStop
Nur Fadilah,5,2025-09-30 04:20:56,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,"['game', 'ini', 'seru', 'tapi', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ke', 'ban', 'permanen', 'padahal', 'aku', 'tidak', 'pernah', 'pake', 'app', 'terlarang']","['game', 'seru', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ban', 'permanen', 'padahal', 'aku', 'pernah', 'pake', 'app', 'terlarang']","['game', 'seru', 'gue', 'perna', 'pata', 'hati', 'gara', 'gara', 'akun', 'gue', 'ban', 'permanen', 'padahal', 'aku', 'pernah', 'pake', 'app', 'larang']",game seru gue perna pata hati gara gara akun gue ban permanen padahal aku pernah pake app larang,permainan seru saya perna pata hati gara gara akun saya ban permanen padahal saya pernah pake app larang,permainan seru saya perna pata hati gara akun ban permanen padahal pernah pake app larang,permainan seru saya perna pata hati gara akun ban permanen padahal pernah pake app larang,"['permainan', 'seru', 'saya', 'perna', 'pata', 'hati', 'gara', 'akun', 'ban', 'permanen', 'padahal', 'pernah', 'pake', 'app', 'larang']","[('permainan',), ('seru',), ('saya',), ('perna',), ('pata',), ('hati',), ('gara',), ('akun',), ('ban',), ('permanen',), ('padahal',), ('pernah',), ('pake',), ('app',), ('larang',)]","[('permainan', 'seru'), ('seru', 'saya'), ('saya', 'perna'), ('perna', 'pata'), ('pata', 'hati'), ('hati', 'gara'), ('gara', 'akun'), ('akun', 'ban'), ('ban', 'permanen'), ('permanen', 'padahal'), ('padahal', 'pernah'), ('pernah', 'pake'), ('pake', 'app'), ('app', 'larang')]","[('permainan', 'seru', 'saya'), ('seru', 'saya', 'perna'), ('saya', 'perna', 'pata'), ('perna', 'pata', 'hati'), ('pata', 'hati', 'gara'), ('hati', 'gara', 'akun'), ('gara', 'akun', 'ban'), ('akun', 'ban', 'permanen'), ('ban', 'permanen', 'padahal'), ('permanen', 'padahal', 'pernah'), ('padahal', 'pernah', 'pake'), ('pernah', 'pake', 'app'), ('pake', 'app', 'larang')]","[('permainan', 'seru'), ('seru', 'saya'), ('saya', 'perna'), ('perna', 'pata'), ('pata', 'hati'), ('hati', 'gara'), ('gara', 'akun'), ('akun', 'ban'), ('ban', 'permanen'), ('permanen', 'padahal'), ('padahal', 'pernah'), ('pernah', 'pake'), ('pake', 'app'), ('app', 'larang')]",permainan seru saya perna pata hati gara akun ban permanen padahal pernah pake app larang
Gilbert Tamalonggehe,5,2025-09-30 04:20:46,moga-moga ff makin maju,moga-moga ff makin maju,mogamoga ff makin maju,"['mogamoga', 'ff', 'makin', 'maju']","['mogamoga', 'ff', 'makin', 'maju']","['mogamoga', 'ff', 'makin', 'maju']",mogamoga ff makin maju,mogamoga freefire semakin maju,mogamoga freefire semakin maju,mogamoga freefire semakin maju,"['mogamoga', 'freefire', 'semakin', 'maju']","[('mogamoga',), ('freefire',), ('semakin',), ('maju',)]","[('mogamoga', 'freefire'), ('freefire', 'semakin'), ('semakin', 'maju')]","[('mogamoga', 'freefire', 'semakin'), ('freefire', 'semakin', 'maju')]","[('mogamoga', 'freefire'), ('freefire', 'semakin'), ('semakin', 'maju')]",mogamoga freefire semakin maju
isma gsky,5,2025-09-30 04:17:20,seru banget🥰🥰🥰😘😘,seru banget🥰🥰🥰😘😘,seru banget,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']",seru banget,seru sangat,seru sangat,seru sangat,"['seru', 'sangat']","[('seru',), ('sangat',)]","[('seru', 'sangat')]",[],"[('seru', 'sangat')]",seru sangat
Ani Afni,5,2025-09-30 04:16:57,seru,seru,seru,['seru'],['seru'],['seru'],seru,seru,seru,seru,['seru'],"[('seru',)]",[],[],[],seru
Faojan Faojan,5,2025-09-30 04:02:51,malas ngetik,malas ngetik,malas ngetik,"['malas', 'ngetik']","['malas', 'ngetik']","['malas', 'ngetik']",malas ngetik,malas ngetik,malas ngetik,malas ngetik,"['malas', 'ngetik']","[('malas',), ('ngetik',)]","[('malas', 'ngetik')]",[],"[('malas', 'ngetik')]",malas ngetik
Aminudin,5,2025-09-30 03:56:57,enak main game ini,enak main game ini,enak main game ini,"['enak', 'main', 'game', 'ini']","['enak', 'main', 'game']","['enak', 'main', 'game']",enak main game,enak main permainan,enak main permainan,enak main permainan,"['enak', 'main', 'permainan']","[('enak',), ('main',), ('permainan',)]","[('enak', 'main'), ('main', 'permainan')]","[('enak', 'main', 'permainan')]","[('enak', 'main'), ('main', 'permainan')]",enak main permainan
Steven Riski,5,2025-09-30 03:52:09,bagus hd dan mendunia,bagus hd dan mendunia,bagus hd dan mendunia,"['bagus', 'hd', 'dan', 'mendunia']","['bagus', 'hd', 'mendunia']","['bagus', 'hd', 'dunia']",bagus hd dunia,bagus hd dunia,bagus hd dunia,bagus dunia,"['bagus', 'dunia']","[('bagus',), ('dunia',)]","[('bagus', 'dunia')]",[],"[('bagus', 'dunia')]",bagus dunia
Azkia Maharani,5,2025-09-30 03:39:45,seruuu bgt,seruuu bgt,seruuu bgt,"['seruuu', 'bgt']","['seruuu', 'bgt']","['seruuu', 'bgt']",seruuu bgt,seruuu sangat,seruuu sangat,seru sangat,"['seru', 'sangat']","[('seru',), ('sangat',)]","[('seru', 'sangat')]",[],"[('seru', 'sangat')]",seru sangat
Cahaya Sinaga,5,2025-09-30 03:34:06,aku suka permainan ini,aku suka permainan ini,aku suka permainan ini,"['aku', 'suka', 'permainan', 'ini']","['aku', 'suka', 'permainan']","['aku', 'suka', 'main']",aku suka main,saya suka main,saya suka main,saya suka main,"['saya', 'suka', 'main']","[('saya',), ('suka',), ('main',)]","[('saya', 'suka'), ('suka', 'main')]","[('saya', 'suka', 'main')]","[('saya', 'suka'), ('suka', 'main')]",saya suka main
Ahmad Fais,5,2025-09-30 03:25:06,Ahmad faez,ahmad faez,ahmad faez,"['ahmad', 'faez']","['ahmad', 'faez']","['ahmad', 'faez']",ahmad faez,ahmad faez,ahmad faez,ahmad faez,"['ahmad', 'faez']","[('ahmad',), ('faez',)]","[('ahmad', 'faez')]",[],"[('ahmad', 'faez')]",ahmad faez
Stengah Satu,1,2025-09-30 03:20:11,"game buriq, Maen CS dapet temen AFK Nilai tetap kurang tolol","game buriq, maen cs dapet temen afk nilai tetap kurang tolol",game buriq maen cs dapet temen afk nilai tetap kurang tolol,"['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']","['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']","['game', 'buriq', 'maen', 'cs', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']",game buriq maen cs dapet temen afk nilai tetap kurang tolol,permainan buriq maen cs dapet temen afk nilai tetap kurang tolol,permainan buriq maen cs dapet temen afk nilai tetap kurang tolol,permainan buriq maen dapet temen afk nilai tetap kurang tolol,"['permainan', 'buriq', 'maen', 'dapet', 'temen', 'afk', 'nilai', 'tetap', 'kurang', 'tolol']","[('permainan',), ('buriq',), ('maen',), ('dapet',), ('temen',), ('afk',), ('nilai',), ('tetap',), ('kurang',), ('tolol',)]","[('permainan', 'buriq'), ('buriq', 'maen'), ('maen', 'dapet'), ('dapet', 'temen'), ('temen', 'afk'), ('afk', 'nilai'), ('nilai', 'tetap'), ('tetap', 'kurang'), ('kurang', 'tolol')]","[('permainan', 'buriq', 'maen'), ('buriq', 'maen', 'dapet'), ('maen', 'dapet', 'temen'), ('dapet', 'temen', 'afk'), ('temen', 'afk', 'nilai'), ('afk', 'nilai', 'tetap'), ('nilai', 'tetap', 'kurang'), ('tetap', 'kurang', 'tolol')]","[('permainan', 'buriq'), ('buriq', 'maen'), ('maen', 'dapet'), ('dapet', 'temen'), ('temen', 'afk'), ('afk', 'nilai'), ('nilai', 'tetap'), ('tetap', 'kurang'), ('kurang', 'tolol')]",permainan buriq maen dapet temen afk nilai tetap kurang tolol
Ust Tohir,1,2025-09-30 03:17:30,"selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong Garena di perbaiki","selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong garena di perbaiki",selalu dapat tim yang sangat lemah dan rentan afk sangat merugikan pemain matchmaking yang tidak login dan tidak seimbang tolong garena di perbaiki,"['selalu', 'dapat', 'tim', 'yang', 'sangat', 'lemah', 'dan', 'rentan', 'afk', 'sangat', 'merugikan', 'pemain', 'matchmaking', 'yang', 'tidak', 'login', 'dan', 'tidak', 'seimbang', 'tolong', 'garena', 'di', 'perbaiki']","['selalu', 'tim', 'sangat', 'lemah', 'rentan', 'afk', 'sangat', 'merugikan', 'pemain', 'matchmaking', 'login', 'seimbang', 'garena', 'perbaiki']","['selalu', 'tim', 'sangat', 'lemah', 'rentan', 'afk', 'sangat', 'rugi', 'main', 'matchmaking', 'login', 'imbang', 'garena', 'baik']",selalu tim sangat lemah rentan afk sangat rugi main matchmaking login imbang garena baik,selalu tim sangat lemah rentan afk sangat rugi main matchmaking login imbang garena baik,selalu tim sangat lemah rentan afk rugi main matchmaking login imbang garena baik,selalu tim sangat lemah rentan afk rugi main matchmaking login imbang garena baik,"['selalu', 'tim', 'sangat', 'lemah', 'rentan', 'afk', 'rugi', 'main', 'matchmaking', 'login', 'imbang', 'garena', 'baik']","[('selalu',), ('tim',), ('sangat',), ('lemah',), ('rentan',), ('afk',), ('rugi',), ('main',), ('matchmaking',), ('login',), ('imbang',), ('garena',), ('baik',)]","[('selalu', 'tim'), ('tim', 'sangat'), ('sangat', 'lemah'), ('lemah', 'rentan'), ('rentan', 'afk'), ('afk', 'rugi'), ('rugi', 'main'), ('main', 'matchmaking'), ('matchmaking', 'login'), ('login', 'imbang'), ('imbang', 'garena'), ('garena', 'baik')]","[('selalu', 'tim', 'sangat'), ('tim', 'sangat', 'lemah'), ('sangat', 'lemah', 'rentan'), ('lemah', 'rentan', 'afk'), ('rentan', 'afk', 'rugi'), ('afk', 'rugi', 'main'), ('rugi', 'main', 'matchmaking'), ('main', 'matchmaking', 'login'), ('matchmaking', 'login', 'imbang'), ('login', 'imbang', 'garena'), ('imbang', 'garena', 'baik')]","[('selalu', 'tim'), ('tim', 'sangat'), ('sangat', 'lemah'), ('lemah', 'rentan'), ('rentan', 'afk'), ('afk', 'rugi'), ('rugi', 'main'), ('main', 'matchmaking'), ('matchmaking', 'login'), ('login', 'imbang'), ('imbang', 'garena'), ('garena', 'baik')]",selalu tim sangat lemah rentan afk rugi main matchmaking login imbang garena baik
rahmat rahmat,5,2025-09-30 03:16:56,saya sangat senang bermain epep walaupun nga ad temen hehe,saya sangat senang bermain epep walaupun nga ad temen hehe,saya sangat senang bermain epep walaupun nga ad temen hehe,"['saya', 'sangat', 'senang', 'bermain', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']","['sangat', 'senang', 'bermain', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']","['sangat', 'senang', 'main', 'epep', 'walaupun', 'nga', 'ad', 'temen', 'hehe']",sangat senang main epep walaupun nga ad temen hehe,sangat senang main freefire walaupun nga ad temen hehe,sangat senang main freefire walaupun nga ad temen hehe,sangat senang main freefire walaupun nga temen hehe,"['sangat', 'senang', 'main', 'freefire', 'walaupun', 'nga', 'temen', 'hehe']","[('sangat',), ('senang',), ('main',), ('freefire',), ('walaupun',), ('nga',), ('temen',), ('hehe',)]","[('sangat', 'senang'), ('senang', 'main'), ('main', 'freefire'), ('freefire', 'walaupun'), ('walaupun', 'nga'), ('nga', 'temen'), ('temen', 'hehe')]","[('sangat', 'senang', 'main'), ('senang', 'main', 'freefire'), ('main', 'freefire', 'walaupun'), ('freefire', 'walaupun', 'nga'), ('walaupun', 'nga', 'temen'), ('nga', 'temen', 'hehe')]","[('sangat', 'senang'), ('senang', 'main'), ('main', 'freefire'), ('freefire', 'walaupun'), ('walaupun', 'nga'), ('nga', 'temen'), ('temen', 'hehe')]",sangat senang main freefire walaupun nga temen hehe
Azam Bazil,5,2025-09-30 03:04:13,aku pen di pop up.pinama Mimi. garena,aku pen di pop up.pinama mimi. garena,aku pen di pop uppinama mimi garena,"['aku', 'pen', 'di', 'pop', 'uppinama', 'mimi', 'garena']","['aku', 'pen', 'pop', 'uppinama', 'mimi', 'garena']","['aku', 'pen', 'pop', 'uppinama', 'mimi', 'garena']",aku pen pop uppinama mimi garena,saya pen pop uppinama mimi garena,saya pen pop uppinama mimi garena,saya pen pop uppinama mimi garena,"['saya', 'pen', 'pop', 'uppinama', 'mimi', 'garena']","[('saya',), ('pen',), ('pop',), ('uppinama',), ('mimi',), ('garena',)]","[('saya', 'pen'), ('pen', 'pop'), ('pop', 'uppinama'), ('uppinama', 'mimi'), ('mimi', 'garena')]","[('saya', 'pen', 'pop'), ('pen', 'pop', 'uppinama'), ('pop', 'uppinama', 'mimi'), ('uppinama', 'mimi', 'garena')]","[('saya', 'pen'), ('pen', 'pop'), ('pop', 'uppinama'), ('uppinama', 'mimi'), ('mimi', 'garena')]",saya pen pop uppinama mimi garena
Firaz Walahi,2,2025-09-30 03:04:06,game butut masa 4G aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4G aja nge lag pdahal aku make wifi kok ngelag banget sih?,game butut masa 4g aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4g aja nge lag pdahal aku make wifi kok ngelag banget sih?,game butut masa g aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh g aja nge lag pdahal aku make wifi kok ngelag banget sih,"['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'pasti', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']","['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']","['game', 'butut', 'masa', 'g', 'aja', 'nge', 'lag', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'banget', 'deh', 'g', 'aja', 'nge', 'lag', 'pdahal', 'aku', 'make', 'wifi', 'kok', 'ngelag', 'banget', 'sih']",game butut masa g aja nge lag kebnyakan update nih makanya jadi begini malas banget deh g aja nge lag pdahal aku make wifi kok ngelag banget sih,permainan butut masa tidak saja nge lambat kebnyakan update nih makanya jadi begini malas sangat deh tidak saja nge lambat pdahal saya make wifi kok lambat sangat sih,permainan butut masa tidak saja nge lambat kebnyakan update nih makanya jadi begini malas sangat deh pdahal saya make wifi kok sih,permainan butut masa tidak saja nge lambat kebnyakan update nih makanya jadi begini malas sangat deh pdahal saya make wifi kok sih,"['permainan', 'butut', 'masa', 'tidak', 'saja', 'nge', 'lambat', 'kebnyakan', 'update', 'nih', 'makanya', 'jadi', 'begini', 'malas', 'sangat', 'deh', 'pdahal', 'saya', 'make', 'wifi', 'kok', 'sih']","[('permainan',), ('butut',), ('masa',), ('tidak',), ('saja',), ('nge',), ('lambat',), ('kebnyakan',), ('update',), ('nih',), ('makanya',), ('jadi',), ('begini',), ('malas',), ('sangat',), ('deh',), ('pdahal',), ('saya',), ('make',), ('wifi',), ('kok',), ('sih',)]","[('permainan', 'butut'), ('butut', 'masa'), ('masa', 'tidak'), ('tidak', 'saja'), ('saja', 'nge'), ('nge', 'lambat'), ('lambat', 'kebnyakan'), ('kebnyakan', 'update'), ('update', 'nih'), ('nih', 'makanya'), ('makanya', 'jadi'), ('jadi', 'begini'), ('begini', 'malas'), ('malas', 'sangat'), ('sangat', 'deh'), ('deh', 'pdahal'), ('pdahal', 'saya'), ('saya', 'make'), ('make', 'wifi'), ('wifi', 'kok'), ('kok', 'sih')]","[('permainan', 'butut', 'masa'), ('butut', 'masa', 'tidak'), ('masa', 'tidak', 'saja'), ('tidak', 'saja', 'nge'), ('saja', 'nge', 'lambat'), ('nge', 'lambat', 'kebnyakan'), ('lambat', 'kebnyakan', 'update'), ('kebnyakan', 'update', 'nih'), ('update', 'nih', 'makanya'), ('nih', 'makanya', 'jadi'), ('makanya', 'jadi', 'begini'), ('jadi', 'begini', 'malas'), ('begini', 'malas', 'sangat'), ('malas', 'sangat', 'deh'), ('sangat', 'deh', 'pdahal'), ('deh', 'pdahal', 'saya'), ('pdahal', 'saya', 'make'), ('saya', 'make', 'wifi'), ('make', 'wifi', 'kok'), ('wifi', 'kok', 'sih')]","[('permainan', 'butut'), ('butut', 'masa'), ('masa', 'tidak'), ('tidak', 'saja'), ('saja', 'nge'), ('nge', 'lambat'), ('lambat', 'kebnyakan'), ('kebnyakan', 'update'), ('update', 'nih'), ('nih', 'makanya'), ('makanya', 'jadi'), ('jadi', 'begini'), ('begini', 'malas'), ('malas', 'sangat'), ('pdahal', 'saya'), ('saya', 'make'), ('make', 'wifi')]",permainan butut masa tidak saja nge lambat kebnyakan update nih makanya jadi begini malas sangat pdahal saya make wifi
Abdul Rojak,5,2025-09-30 02:52:48,syu ges gw bakal kembali ke game ini tapi ga sekarang,syu ges gw bakal kembali ke game ini tapi ga sekarang,syu ges gw bakal kembali ke game ini tapi ga sekarang,"['syu', 'ges', 'gw', 'bakal', 'kembali', 'ke', 'game', 'ini', 'tapi', 'ga', 'sekarang']","['syu', 'ges', 'gw', 'bakal', 'game', 'ga', 'sekarang']","['syu', 'ges', 'gw', 'bakal', 'game', 'ga', 'sekarang']",syu ges gw bakal game ga sekarang,syu ges saya bakal permainan tidak sekarang,syu ges saya bakal permainan tidak sekarang,syu ges saya bakal permainan tidak sekarang,"['syu', 'ges', 'saya', 'bakal', 'permainan', 'tidak', 'sekarang']","[('syu',), ('ges',), ('saya',), ('bakal',), ('permainan',), ('tidak',), ('sekarang',)]","[('syu', 'ges'), ('ges', 'saya'), ('saya', 'bakal'), ('bakal', 'permainan'), ('permainan', 'tidak'), ('tidak', 'sekarang')]","[('syu', 'ges', 'saya'), ('ges', 'saya', 'bakal'), ('saya', 'bakal', 'permainan'), ('bakal', 'permainan', 'tidak'), ('permainan', 'tidak', 'sekarang')]","[('syu', 'ges'), ('ges', 'saya'), ('saya', 'bakal'), ('bakal', 'permainan'), ('permainan', 'tidak'), ('tidak', 'sekarang')]",syu ges saya bakal permainan tidak sekarang
Yellikusrifayanti,5,2025-09-30 02:50:17,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah Bagus coy ketika FF ini dihapus pasti kita akan banyak yang berhenti memegang HP karena nggak ada lagi game kesukaan kita coy,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah bagus coy ketika ff ini dihapus pasti kita akan banyak yang berhenti memegang hp karena nggak ada lagi game kesukaan kita coy,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah bagus coy ketika ff ini dihapus pasti kita akan banyak yang berhenti memegang hp karena nggak ada lagi game kesukaan kita coy,"['ini', 'adalah', 'game', 'yang', 'disukai', 'para', 'manusia', 'semuanya', 'nggak', 'mungkin', 'ada', 'yang', 'nggak', 'suka', 'free', 'fire', 'karena', 'free', 'fire', 'ini', 'sangatlah', 'bagus', 'coy', 'ketika', 'ff', 'ini', 'dihapus', 'pasti', 'kita', 'akan', 'banyak', 'yang', 'berhenti', 'memegang', 'hp', 'karena', 'nggak', 'ada', 'lagi', 'game', 'kesukaan', 'kita', 'coy']","['game', 'disukai', 'manusia', 'semuanya', 'mungkin', 'suka', 'free', 'fire', 'free', 'fire', 'sangatlah', 'bagus', 'coy', 'ff', 'dihapus', 'banyak', 'berhenti', 'memegang', 'hp', 'game', 'kesukaan', 'coy']","['game', 'suka', 'manusia', 'semua', 'mungkin', 'suka', 'free', 'fire', 'free', 'fire', 'sangat', 'bagus', 'coy', 'ff', 'hapus', 'banyak', 'henti', 'pegang', 'hp', 'game', 'suka', 'coy']",game suka manusia semua mungkin suka free fire free fire sangat bagus coy ff hapus banyak henti pegang hp game suka coy,permainan suka manusia semua mungkin suka free fire free fire sangat bagus coy freefire hapus banyak henti pegang hp permainan suka coy,permainan suka manusia semua mungkin free fire sangat bagus coy freefire hapus banyak henti pegang hp,permainan suka manusia semua mungkin free fire sangat bagus coy freefire hapus banyak henti pegang,"['permainan', 'suka', 'manusia', 'semua', 'mungkin', 'free', 'fire', 'sangat', 'bagus', 'coy', 'freefire', 'hapus', 'banyak', 'henti', 'pegang']","[('permainan',), ('suka',), ('manusia',), ('semua',), ('mungkin',), ('free',), ('fire',), ('sangat',), ('bagus',), ('coy',), ('freefire',), ('hapus',), ('banyak',), ('henti',), ('pegang',)]","[('permainan', 'suka'), ('suka', 'manusia'), ('manusia', 'semua'), ('semua', 'mungkin'), ('mungkin', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'bagus'), ('bagus', 'coy'), ('coy', 'freefire'), ('freefire', 'hapus'), ('hapus', 'banyak'), ('banyak', 'henti'), ('henti', 'pegang')]","[('permainan', 'suka', 'manusia'), ('suka', 'manusia', 'semua'), ('manusia', 'semua', 'mungkin'), ('semua', 'mungkin', 'free'), ('mungkin', 'free', 'fire'), ('free', 'fire', 'sangat'), ('fire', 'sangat', 'bagus'), ('sangat', 'bagus', 'coy'), ('bagus', 'coy', 'freefire'), ('coy', 'freefire', 'hapus'), ('freefire', 'hapus', 'banyak'), ('hapus', 'banyak', 'henti'), ('banyak', 'henti', 'pegang')]","[('permainan', 'suka'), ('suka', 'manusia'), ('manusia', 'semua'), ('semua', 'mungkin'), ('mungkin', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'bagus'), ('bagus', 'coy'), ('coy', 'freefire'), ('freefire', 'hapus'), ('hapus', 'banyak'), ('banyak', 'henti'), ('henti', 'pegang')]",permainan suka manusia semua mungkin free fire sangat bagus coy freefire hapus banyak henti pegang
ika Ik,4,2025-09-30 02:39:04,faisal,faisal,faisal,['faisal'],['faisal'],['faisal'],faisal,faisal,faisal,faisal,['faisal'],"[('faisal',)]",[],[],[],faisal
