userName,score,at,content,content_casefold
Uut,1,2025-09-30 05:42:51,karena banyak orang Eropa pada bulan 🌒🌙 aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan,karena banyak orang eropa pada bulan 🌒🌙 aku tidak bisa berangkat sekolah dikarnakan bepergian ke luar negeri yang bisa di kembangkan oleh bangsa lain di luar ruangan orang yang bisa di kembangkan
Firman Lele,5,2025-09-30 05:39:16,ff sangat seru,ff sangat seru
FF Natara,3,2025-09-30 05:36:28,tingkatkan grafik dan perhalus gerakan agar realistis,tingkatkan grafik dan perhalus gerakan agar realistis
su Marisy,5,2025-09-30 05:31:22,sangat seru tolong kirimin dm dong,sangat seru tolong kirimin dm dong
Aku Ganteng,5,2025-09-30 05:29:44,aku mau DM 253.0000000,aku mau dm 253.0000000
Nadia1234,5,2025-09-30 05:29:38,bahagia,bahagia
Ujang abdul,5,2025-09-30 05:26:08,sangat Seru👍👍👍👍,sangat seru👍👍👍👍
૨u,4,2025-09-30 05:20:53,Efek lari fist evo hilang,efek lari fist evo hilang
Jar Jar,5,2025-09-30 05:19:40,"aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan.","aplikas ini keren, bisa main epep dan nonton bok ep secara bersamaan."
Putra Wijaya,5,2025-09-30 05:11:18,ff ini sangt bagus jadi kan lah saya anak garena,ff ini sangt bagus jadi kan lah saya anak garena
Fft Gghu,5,2025-09-30 05:10:11,game ini sangat seru,game ini sangat seru
Julio Tamalowor,5,2025-09-30 05:06:36,saya mau diamon 10000,saya mau diamon 10000
Lord Ucup,1,2025-09-30 05:05:10,sekarang free fire ga bisa onmik tolong perbaiki,sekarang free fire ga bisa onmik tolong perbaiki
Tr Tqra,1,2025-09-30 05:02:26,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu,pas main ff nya tiba2 keluar2 sendiri padahal jaringan bagus penyimpanan masih banyak emang game rusak bagusan yg dulu
Yy Uu,3,2025-09-30 05:01:40,download nya lama ayo senggel Garena,download nya lama ayo senggel garena
Lena Len,5,2025-09-30 04:56:56,keren,keren
Adam Saputra Ad,5,2025-09-30 04:55:30,game ini sangat bagus karena aku main dari kecil,game ini sangat bagus karena aku main dari kecil
Ahmad Rafi,5,2025-09-30 04:53:51,thank,thank
Maat Samsudin,4,2025-09-30 04:48:54,GAME NYA SERU BANGET DAN GRAPIKNYA LUMAYAN TAPI TOLONG PERBAIKIK SEDIKIT YA MIMIN KARENA WAKTU AKU MAIN SOSIAL GA BISA ON MIC JADI PERBAIKI LAGI YA MIN,game nya seru banget dan grapiknya lumayan tapi tolong perbaikik sedikit ya mimin karena waktu aku main sosial ga bisa on mic jadi perbaiki lagi ya min
Rosyita Rosyita,5,2025-09-30 04:43:38,mainan ff emang seru,mainan ff emang seru
RIDZZ Modesad,5,2025-09-30 04:42:15,mantap,mantap
Akbar Abdullah,5,2025-09-30 04:39:38,p maksud,p maksud
Muhammad Afgan,3,2025-09-30 04:38:47,gacor,gacor
Peristiwa Mahyuni,5,2025-09-30 04:34:47,"Semangat ya bikin game nya, oh iya Collab selanjutnya one piece boleh gak😁?","semangat ya bikin game nya, oh iya collab selanjutnya one piece boleh gak😁?"
Saipul Ipul,5,2025-09-30 04:34:19,we need old peak,we need old peak
Sen Chia,5,2025-09-30 04:27:22,Saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna,saya dari player mlbb ingin menyampaikan bahwa player ff banyak yg pindah ke ml truss menjelmah menjadi drak sistem main pou aj sna
Rudi atna,1,2025-09-30 04:21:29,"tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa Bert,tolong lah perbaiki lagi sistem jaringan nya","tolong perbaiki lagi sistem jaringan nya,jaringan bagus kok di ff nya mlh sinyal merah,trs pas udah kalah,sengaja kalah udah jls jls sinyal nya di jelekin,fd kok makin burik,kecewa bert,tolong lah perbaiki lagi sistem jaringan nya"
Nur Fadilah,5,2025-09-30 04:20:56,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang,game ini seru tapi gue perna pata hati gara gara akun gue ke ban permanen padahal aku tidak pernah pake app terlarang
Gilbert Tamalonggehe,5,2025-09-30 04:20:46,moga-moga ff makin maju,moga-moga ff makin maju
isma gsky,5,2025-09-30 04:17:20,seru banget🥰🥰🥰😘😘,seru banget🥰🥰🥰😘😘
Ani Afni,5,2025-09-30 04:16:57,seru,seru
Faojan Faojan,5,2025-09-30 04:02:51,malas ngetik,malas ngetik
Aminudin,5,2025-09-30 03:56:57,enak main game ini,enak main game ini
Steven Riski,5,2025-09-30 03:52:09,bagus hd dan mendunia,bagus hd dan mendunia
Azkia Maharani,5,2025-09-30 03:39:45,seruuu bgt,seruuu bgt
Cahaya Sinaga,5,2025-09-30 03:34:06,aku suka permainan ini,aku suka permainan ini
Ahmad Fais,5,2025-09-30 03:25:06,Ahmad faez,ahmad faez
Stengah Satu,1,2025-09-30 03:20:11,"game buriq, Maen CS dapet temen AFK Nilai tetap kurang tolol","game buriq, maen cs dapet temen afk nilai tetap kurang tolol"
Ust Tohir,1,2025-09-30 03:17:30,"selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong Garena di perbaiki","selalu dapat tim yang sangat lemah dan rentan afk, sangat merugikan pemain. matchmaking yang tidak login dan tidak seimbang. tolong garena di perbaiki"
rahmat rahmat,5,2025-09-30 03:16:56,saya sangat senang bermain epep walaupun nga ad temen hehe,saya sangat senang bermain epep walaupun nga ad temen hehe
Azam Bazil,5,2025-09-30 03:04:13,aku pen di pop up.pinama Mimi. garena,aku pen di pop up.pinama mimi. garena
Firaz Walahi,2,2025-09-30 03:04:06,game butut masa 4G aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4G aja nge lag pdahal aku make wifi kok ngelag banget sih?,game butut masa 4g aja nge lag pasti kebnyakan update nih makanya jadi begini malas banget deh 4g aja nge lag pdahal aku make wifi kok ngelag banget sih?
Abdul Rojak,5,2025-09-30 02:52:48,syu ges gw bakal kembali ke game ini tapi ga sekarang,syu ges gw bakal kembali ke game ini tapi ga sekarang
Yellikusrifayanti,5,2025-09-30 02:50:17,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah Bagus coy ketika FF ini dihapus pasti kita akan banyak yang berhenti memegang HP karena nggak ada lagi game kesukaan kita coy,ini adalah game yang disukai para manusia semuanya nggak mungkin ada yang nggak suka free fire karena free fire ini sangatlah bagus coy ketika ff ini dihapus pasti kita akan banyak yang berhenti memegang hp karena nggak ada lagi game kesukaan kita coy
ika Ik,4,2025-09-30 02:39:04,faisal,faisal
Tegar Apri,3,2025-09-30 02:38:18,sulit di mengerti,sulit di mengerti
Dian Restu,5,2025-09-30 02:35:17,gua pengen,gua pengen
Parta,5,2025-09-30 02:22:46,baguuss seruu bngt,baguuss seruu bngt
NugrahaSF,5,2025-09-30 02:18:59,well lah pokok na mah,well lah pokok na mah
Rohim abdul,5,2025-09-30 02:15:03,mantap,mantap
Agiee Xenzff,5,2025-09-30 02:08:07,sangat sangat mantap,sangat sangat mantap
Asmiaty Halim,5,2025-09-30 02:05:35,gamenya seruuu bagett,gamenya seruuu bagett
Nor diana syakila,5,2025-09-30 02:03:45,aplikasinya sngat menghibur,aplikasinya sngat menghibur
Midi,5,2025-09-30 02:01:28,ok,ok
Sartini Tini,5,2025-09-30 01:59:13,lucu,lucu
Khairul Aceh,1,2025-09-30 01:36:59,tiba tiba ketendang sendiri pas lgi di game,tiba tiba ketendang sendiri pas lgi di game
Raja rimba gumpang,5,2025-09-30 01:33:10,keren,keren
gengan labu nyaman gengan labu nyaman,5,2025-09-30 01:32:48,mantap,mantap
Surip Zidan,1,2025-09-30 01:23:28,"gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja lo,ini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang 1 hi gue punya kata kata buat game ini. lebih baik nyawa 1 daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram🤢🤮🤧","gamenya rusak banget tiba tiba gue teleport sendiri padahal sinyal gue baik baik aja lo,ini game rusak hp bamget hape temen gue sama gue retk semua gara gara game ini jadi minta dukunganya jangan main game ini hame ini game haram lebih baik main bs gamenya realistis ngak kaya ff hu game haram jadi saya kasih bintang 1 hi gue punya kata kata buat game ini. lebih baik nyawa 1 daripada sudah mati masih bisa hidup mana pake toko hu game rusak game jelek jaram🤢🤮🤧"
Raihan Bom bom,5,2025-09-30 00:57:22,game yang cukup bagus tapi sering ngelag padahal jaringan bagus buka aplikasi lain nya juga bisa tapi kalau aplikasinya free fire langsung ngelag sengaja kasih bintang 5 supaya di baca dan di perbarui,game yang cukup bagus tapi sering ngelag padahal jaringan bagus buka aplikasi lain nya juga bisa tapi kalau aplikasinya free fire langsung ngelag sengaja kasih bintang 5 supaya di baca dan di perbarui
RENDI JI RENDI,5,2025-09-30 00:35:11,bagus tapi boleh lh fps nya di tambahin untuk hp kentang,bagus tapi boleh lh fps nya di tambahin untuk hp kentang
Rahma Fatha Rani,5,2025-09-30 00:32:07,gem ini sangat seru,gem ini sangat seru
Aldi Aldi,5,2025-09-30 00:31:12,bagus saya suka,bagus saya suka
Christian Natanael,1,2025-09-30 00:21:30,gak ada pintu,gak ada pintu
Afriel Yani,5,2025-09-30 00:02:42,bagus epik,bagus epik
Muhammad Azzam,5,2025-09-30 00:00:06,mantap,mantap
M. J 0.88 Indonesia,1,2025-09-29 23:55:37,game banyak cit nya tidak layak di mainkan. jangan download game ini.,game banyak cit nya tidak layak di mainkan. jangan download game ini.
Mhmmad Rival,5,2025-09-29 23:31:21,asek,asek
Yuni Azahh,5,2025-09-29 23:19:04,seru bangett,seru bangett
Yulianti Towile,1,2025-09-29 22:57:52,Game Burik 8 Bit 🤣,game burik 8 bit 🤣
Muhammad Rezky,5,2025-09-29 22:53:06,seru bangettttt,seru bangettttt
Zhiandru Azwa,5,2025-09-29 22:38:11,game nya bagus grafik nya bisa di atur jadi yang hp kentang bisa main apa lagi yg yang dulu cocok buat hp kentang,game nya bagus grafik nya bisa di atur jadi yang hp kentang bisa main apa lagi yg yang dulu cocok buat hp kentang
RYT _ 10,2,2025-09-29 22:08:52,makin hari makin males main ff masak mau masuk Mach making aja nunggu 3 menit ini gamenya mulai down server apa memang game nya burik...padahal saya pakai wifi dan saya coba memakai data seluler masih aja gk bisa masuk pertandingan...lama lama game ini kayak sapah...mendingan main game sebelah..males lama lama kalo kayak gini terus susah masuk pertandingan ..estimasi 25 sampai 3 menit nunggu masuk ini apa game apa antri berobat di klinik lama banget..,makin hari makin males main ff masak mau masuk mach making aja nunggu 3 menit ini gamenya mulai down server apa memang game nya burik...padahal saya pakai wifi dan saya coba memakai data seluler masih aja gk bisa masuk pertandingan...lama lama game ini kayak sapah...mendingan main game sebelah..males lama lama kalo kayak gini terus susah masuk pertandingan ..estimasi 25 sampai 3 menit nunggu masuk ini apa game apa antri berobat di klinik lama banget..
Sah Roni,5,2025-09-29 21:46:58,kalo main gem jangan pake pulsa pake data,kalo main gem jangan pake pulsa pake data
Ibnu Parit,1,2025-09-29 20:21:53,apasih game nya burik udah update malah mangkin rusak ni game,apasih game nya burik udah update malah mangkin rusak ni game
Parmin Parmin sah,5,2025-09-29 19:44:24,lebi bagus si,lebi bagus si
Ganz Tzy,5,2025-09-29 19:38:19,Ngok,ngok
Arya Arya,3,2025-09-29 19:10:00,aing. bewan musuh na te paeh paeh,aing. bewan musuh na te paeh paeh
AG3NG PANGESTU,5,2025-09-29 19:08:49,gg masih burik,gg masih burik
Mhd Aji,5,2025-09-29 18:40:28,free fire proxy server,free fire proxy server
Iyan Jack,5,2025-09-29 18:28:44,terbaik mennn 👍👍🔴,terbaik mennn 👍👍🔴
Slow Bg do,5,2025-09-29 18:23:17,sayang ff,sayang ff
Mikhael Bani,5,2025-09-29 18:19:50,sangat baik,sangat baik
Aidil Putra,5,2025-09-29 18:00:10,bagus apalagi kalo fitur ban nya diperbaiki ke yang cheat saja,bagus apalagi kalo fitur ban nya diperbaiki ke yang cheat saja
Yandres Ruimassa,5,2025-09-29 17:53:17,sagat bagus games ini,sagat bagus games ini
Fuji Anas Tasya,5,2025-09-29 17:37:18,favorit bangettt,favorit bangettt
Sry Lup Lup,1,2025-09-29 17:34:42,burik,burik
Saidah Zha,5,2025-09-29 17:34:23,🥰🥰🥰,🥰🥰🥰
Kelvin 25,5,2025-09-29 17:15:36,saya pengen dm,saya pengen dm
Koler Aja,5,2025-09-29 17:06:16,mantappp dan makin seruhh,mantappp dan makin seruhh
Khamed Med,4,2025-09-29 16:40:57,sangat suka,sangat suka
Hasbi,5,2025-09-29 16:19:24,sangat bagus,sangat bagus
Miswanto,4,2025-09-29 16:10:46,𝑚𝑎𝑛𝑡𝑎𝑝,𝑚𝑎𝑛𝑡𝑎𝑝
Jdjd Jdj,5,2025-09-29 15:48:36,bagus dong,bagus dong
Arip Arip,1,2025-09-29 15:37:39,we need old peak,we need old peak
Tommy Aditiya,1,2025-09-29 15:37:24,akun gua baju 723hilang Garena gimana gua pensi,akun gua baju 723hilang garena gimana gua pensi
Dilan Saja,5,2025-09-29 15:37:07,sangat menarik dan asik,sangat menarik dan asik
AIDIL OPET,1,2025-09-29 15:24:16,ga main ff tapi kena reset HP ku aku donwload ff gua mau bin akun ku lalu kok gak bisa ga bin cok,ga main ff tapi kena reset hp ku aku donwload ff gua mau bin akun ku lalu kok gak bisa ga bin cok
Namira Sahida,4,2025-09-29 15:20:06,setiap main ff lag2 patah2 gtu dia padahal jaringan aman penyimpanan hp aman tp patah2 . tolong diperbaiki biar makin semangat mainnya🥰🥶🥶,setiap main ff lag2 patah2 gtu dia padahal jaringan aman penyimpanan hp aman tp patah2 . tolong diperbaiki biar makin semangat mainnya🥰🥶🥶
Sri Rahayu,3,2025-09-29 15:09:18,ok,ok
Adelina Bawiling,5,2025-09-29 15:08:01,seru bgt🤩🤩🤩,seru bgt🤩🤩🤩
Selpi Selpi yani,5,2025-09-29 15:06:50,Selfi,selfi
Rofikoh trihapsari123,5,2025-09-29 15:01:35,bagussssssssssss bngttttt,bagussssssssssss bngttttt
Tri Suci,5,2025-09-29 14:56:37,🥰🥰🥰😊🐣,🥰🥰🥰😊🐣
Farhan anak hebat Farhan anak hebat,2,2025-09-29 14:52:40,game bagus cuma kalo bisa habis update/seasonan musuhnya jangan terlalu susah ya Garena aku kalah terus banyak yang pake panel tolong Garena ya kalo enggak rank ku makin turun🙏🙏🙏,game bagus cuma kalo bisa habis update/seasonan musuhnya jangan terlalu susah ya garena aku kalah terus banyak yang pake panel tolong garena ya kalo enggak rank ku makin turun🙏🙏🙏
Naufal,5,2025-09-29 14:32:33,GEM nga bagus,gem nga bagus
Muhammad Ilham,2,2025-09-29 14:32:29,"ini bug ngelagnya mau sampai kapan ada terus?, saya main tidak bisa inii","ini bug ngelagnya mau sampai kapan ada terus?, saya main tidak bisa inii"
komang adi ane,5,2025-09-29 14:23:14,mantap,mantap
ian Gustian,1,2025-09-29 14:19:55,gem ga guna jaringan bagus tapi pas main di br malah 999.ini gem gak guna APUS aja ini gem jijik gua liat ya,gem ga guna jaringan bagus tapi pas main di br malah 999.ini gem gak guna apus aja ini gem jijik gua liat ya
Azza Yuhu,5,2025-09-29 14:14:27,Min kok setelah updet ini kok ga bisa di mainin kenapa ini Min bang kulgar ga bisa di mainin,min kok setelah updet ini kok ga bisa di mainin kenapa ini min bang kulgar ga bisa di mainin
TOP 1 YIN,5,2025-09-29 14:10:19,keren,keren
Yheni Anakay,5,2025-09-29 14:10:04,bagus,bagus
Ihya Robby,5,2025-09-29 14:10:04,lebih seru,lebih seru
Devia Ananda,2,2025-09-29 14:09:36,sangat bagus sekali,sangat bagus sekali
Atha safari Adji,5,2025-09-29 14:04:21,sangat bagus,sangat bagus
dimas DIMASS,2,2025-09-29 13:59:27,bg Garena knp akun ku di bl padahal main ku murni,bg garena knp akun ku di bl padahal main ku murni
M. Sakti Rauddahfahrullah,1,2025-09-29 13:56:28,"game hama, masih ada bug, musuh masih ada pake cheat, musuh tiba tiba tembus gloowal sama tembok, plisss deh perbaikan aja dulu itu capek sya maen nya ya 🙏🙏","game hama, masih ada bug, musuh masih ada pake cheat, musuh tiba tiba tembus gloowal sama tembok, plisss deh perbaikan aja dulu itu capek sya maen nya ya 🙏🙏"
Ahnaf Hisyam,5,2025-09-29 13:51:26,bagus,bagus
Ragil AinulyaQin,5,2025-09-29 13:49:36,garena saya ingin dm 5000 dan koin 6000,garena saya ingin dm 5000 dan koin 6000
Mulyawan Mulyawanmulyawan231,5,2025-09-29 13:47:26,baik,baik
Aisyah Mecca,5,2025-09-29 13:40:38,ff max sangat bagus,ff max sangat bagus
sandy livi,1,2025-09-29 13:39:38,gema ini memang seru tapi kenapa panutan ku gk bisa main bagaimana lah garena masa bang budi harus pensi lagi kocak kali kaw garena,gema ini memang seru tapi kenapa panutan ku gk bisa main bagaimana lah garena masa bang budi harus pensi lagi kocak kali kaw garena
Super Happy,5,2025-09-29 13:36:12,open,open
Naura Aisyah,5,2025-09-29 13:35:47,bagus,bagus
Emma Rahmawati,5,2025-09-29 13:35:37,bagus banget bintang 5,bagus banget bintang 5
Augustivo Mokoagouw,5,2025-09-29 13:32:57,game ini seru banget,game ini seru banget
Infinix Hot,5,2025-09-29 13:32:20,permainan yang sangat seru🔥😆,permainan yang sangat seru🔥😆
Sherly rahma,5,2025-09-29 13:29:54,semoga aku jadi elite cees,semoga aku jadi elite cees
Wuuu Lan,1,2025-09-29 13:25:07,citer banyak perogram ga tokxik ga boeh on mic padahal temen yang toksxik citer ga di ben,citer banyak perogram ga tokxik ga boeh on mic padahal temen yang toksxik citer ga di ben
Fattahrizq Ramadhan,5,2025-09-29 13:24:27,permainan yang seru membuat kita selalu ingin bermain freefire,permainan yang seru membuat kita selalu ingin bermain freefire
Ningsih Nursiatun,5,2025-09-29 13:24:11,mantap,mantap
Ihsan nahar Ihsan,5,2025-09-29 13:22:44,Epp burik ahhhh tapi tetap burik,epp burik ahhhh tapi tetap burik
edi supriyadi,5,2025-09-29 13:21:01,gak nglag game nya,gak nglag game nya
ajmiel ruhiyat,5,2025-09-29 13:20:04,𝐞𝐧𝐚𝐤 𝐬𝐞𝐫𝐮 𝐛𝐚𝐧𝐠𝐞𝐭,𝐞𝐧𝐚𝐤 𝐬𝐞𝐫𝐮 𝐛𝐚𝐧𝐠𝐞𝐭
Abid,5,2025-09-29 13:11:47,jarang main,jarang main
Defanan karo sekali,1,2025-09-29 13:10:32,game burik makin lama makin ngbug sistem nya banyak orang chiter tapi ga di respon,game burik makin lama makin ngbug sistem nya banyak orang chiter tapi ga di respon
Pak Edi,5,2025-09-29 13:06:14,5 Bintang🔥🔥🔥,5 bintang🔥🔥🔥
Uwin Saja,4,2025-09-29 13:04:16,ff adalah permainan terbaik,ff adalah permainan terbaik
Kang Bacot,1,2025-09-29 13:03:05,mau DM gratis,mau dm gratis
Bayu Oca,1,2025-09-29 12:59:59,game burik pas gua maen kok malah ngelag sendiri udah gak bisa on mic lagi,game burik pas gua maen kok malah ngelag sendiri udah gak bisa on mic lagi
Evan Nopri,1,2025-09-29 12:57:45,"tolong perbaiki masalah sinyal nge-lag mi ini sangat mengganggu padahal kalo main game lain itu sinyalnya baik-baik aja, tapi pas main ff sinyalnya langsung ngeleh tolong perbaiki garena.","tolong perbaiki masalah sinyal nge-lag mi ini sangat mengganggu padahal kalo main game lain itu sinyalnya baik-baik aja, tapi pas main ff sinyalnya langsung ngeleh tolong perbaiki garena."
Samsung Batam,5,2025-09-29 12:55:39,game ini seru saya suka dan setiap saya masuk server tidak ada hacker dan bug👍,game ini seru saya suka dan setiap saya masuk server tidak ada hacker dan bug👍
